"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","avg_wrk_hr"
"3831",3831,39,"No","Travel_Rarely","Research & Development",6,2,"Life Sciences",1,"Male",3,"Research Scientist","Married",106090,2,"Y",17,8,1,10,2,7,7,7,3,3,2,1,3,6.59
"3832",3832,27,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",4,"Research Scientist","Divorced",44470,1,"Y",13,8,0,7,4,7,0,7,3,3,4,1,3,6.09
"3833",3833,35,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",2,"Sales Executive","Married",21570,1,"Y",25,8,0,16,1,16,1,10,2,4,2,1,3,7.6
"3834",3834,28,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Divorced",46010,0,"Y",15,8,2,6,2,5,0,0,3,3,2,1,2,7.41
"3835",3835,21,"No","Travel_Rarely","Research & Development",3,1,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",170990,1,"Y",14,8,1,3,2,2,2,2,3,3,3,4,3,7.89
"3836",3836,18,"Yes","Travel_Frequently","Research & Development",3,5,"Medical",1,"Male",1,"Research Director","Single",24790,1,"Y",12,8,1,0,2,0,0,0,2,3,2,4,4,8.43
"3837",3837,47,"No","Travel_Rarely","Research & Development",25,4,"Medical",1,"Male",2,"Research Scientist","Married",148520,3,"Y",19,8,3,27,3,5,1,0,2,3,4,3,3,6.02
"3838",3838,39,"No","Travel_Rarely","Sales",2,4,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",72640,0,"Y",17,8,0,11,5,10,0,7,3,3,3,3,3,6.9
"3839",3839,40,"No","Travel_Rarely","Research & Development",22,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",56660,1,"Y",14,8,1,18,2,18,14,12,3,3,1,3,3,7.59
"3840",3840,35,"No","Non-Travel","Research & Development",29,3,"Medical",1,"Female",2,"Sales Executive","Married",78230,1,"Y",13,8,1,15,3,14,2,9,3,3,3,3,3,6.24
"3841",3841,37,"No","Travel_Rarely","Research & Development",29,4,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",78800,3,"Y",12,8,1,9,2,4,0,2,4,3,3,3,2,8
"3842",3842,39,"No","Travel_Frequently","Research & Development",2,3,"Technical Degree",1,"Female",2,"Manager","Single",131940,0,"Y",11,8,0,10,2,9,3,8,3,3,1,3,1,6.68
"3843",3843,45,"No","Travel_Rarely","Research & Development",28,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Divorced",50670,1,"Y",11,8,2,10,3,10,3,9,2,3,4,4,3,7.28
"3844",3844,38,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",3,"Sales Executive","Married",50790,3,"Y",11,8,0,10,3,5,0,2,3,3,4,3,4,9.6
"3845",3845,35,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",3,"Healthcare Representative","Married",23210,9,"Y",12,8,1,15,0,13,6,0,3,3,4,1,3,5.99
"3846",3846,37,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",174440,1,"Y",14,8,0,8,4,8,7,7,3,3,2,2,1,8.03
"3847",3847,40,"No","Travel_Rarely","Research & Development",8,3,"Technical Degree",1,"Female",2,"Healthcare Representative","Single",24040,6,"Y",17,8,0,18,2,4,3,3,2,3,3,4,2,9.25
"3848",3848,44,"No","Travel_Frequently","Sales",2,2,"Marketing",1,"Male",1,"Laboratory Technician","Married",34520,4,"Y",11,8,1,14,2,10,0,2,2,3,1,4,3,8.62
"3849",3849,48,"No","Travel_Frequently","Sales",10,4,"Marketing",1,"Female",3,"Manager","Married",22700,2,"Y",14,8,3,23,2,2,2,2,3,3,3,4,3,7.1
"3850",3850,35,"Yes","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Male",2,"Manager","Divorced",173990,6,"Y",12,8,0,7,3,2,2,2,1,3,1,4,2,10.7
"3851",3851,24,"No","Travel_Frequently","Research & Development",15,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",54880,1,"Y",22,8,1,6,6,6,1,3,3,4,1,4,3,8.68
"3852",3852,27,"No","Travel_Rarely","Sales",10,4,"Life Sciences",1,"Male",3,"Sales Executive","Married",194190,7,"Y",14,8,1,5,2,3,0,2,1,3,2,3,3,7.21
"3853",3853,27,"No","Travel_Frequently","Research & Development",7,3,"Life Sciences",1,"Male",1,"Research Scientist","Single",28110,2,"Y",20,8,0,6,3,4,1,2,3,4,4,4,2,6.41
"3854",3854,40,"Yes","Travel_Rarely","Sales",16,4,"Marketing",1,"Male",1,"Research Director","Single",36330,3,"Y",16,8,2,10,0,4,0,3,3,3,1,1,1,10.54
"3855",3855,29,"No","Travel_Rarely","Research & Development",20,1,"Medical",1,"Female",2,"Manager","Single",41630,9,"Y",15,8,1,8,4,5,1,4,2,3,3,3,3,7.29
"3856",3856,36,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",1,"Female",3,"Sales Executive","Married",21320,4,"Y",20,8,0,9,1,3,0,2,2,4,2,1,3,7.89
"3857",3857,25,"No","Travel_Frequently","Sales",5,1,"Marketing",1,"Male",4,"Manufacturing Director","Divorced",139730,1,"Y",14,8,0,7,3,7,0,7,2,3,4,3,3,6.06
"3858",3858,39,"No","Travel_Rarely","Sales",10,3,"Marketing",1,"Female",2,"Research Director","Married",26840,4,"Y",12,8,0,7,2,5,1,0,3,3,4,2,3,6.78
"3859",3859,49,"No","Travel_Rarely","Sales",4,2,"Life Sciences",1,"Male",2,"Research Director","Married",108450,3,"Y",24,8,0,27,4,4,1,2,2,4,1,2,3,7.81
"3860",3860,50,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",3,"Sales Executive","Divorced",43770,5,"Y",12,8,1,19,2,14,1,11,2,3,4,1,3,7.79
"3861",3861,20,"No","Travel_Rarely","Research & Development",18,4,"Medical",1,"Female",2,"Sales Executive","Single",37430,1,"Y",13,8,1,2,2,2,2,2,3,3,3,3,3,6.62
"3862",3862,34,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",3,"Laboratory Technician","Divorced",41480,1,"Y",11,8,0,11,3,11,7,9,3,3,4,2,3,7.69
"3863",3863,36,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",2,"Healthcare Representative","Single",10510,2,"Y",14,8,0,15,2,4,1,3,3,3,1,2,3,6
"3864",3864,49,"No","Travel_Rarely","Human Resources",6,2,"Life Sciences",1,"Female",2,"Research Scientist","Married",107390,2,"Y",11,8,3,30,3,15,2,12,3,3,3,3,3,8.48
"3865",3865,36,"No","Non-Travel","Research & Development",8,4,"Life Sciences",1,"Male",4,"Laboratory Technician","Married",103880,0,"Y",14,8,0,4,2,3,1,2,3,3,4,3,3,8.01
"3866",3866,36,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Female",2,"Healthcare Representative","Divorced",114160,6,"Y",16,8,0,13,2,5,0,4,3,3,4,1,3,6.31
"3867",3867,54,"No","Travel_Rarely","Sales",24,3,"Marketing",1,"Male",1,"Laboratory Technician","Married",26000,3,"Y",14,8,0,36,5,10,4,7,3,3,2,3,3,7.59
"3868",3868,43,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",1,"Research Scientist","Married",24220,1,"Y",11,8,1,14,2,14,6,11,3,3,3,3,3,7.6
"3869",3869,35,"Yes","Travel_Frequently","Research & Development",17,4,"Medical",1,"Male",1,"Research Director","Single",54720,3,"Y",11,8,1,13,3,11,6,7,2,3,4,4,4,8.36
"3870",3870,38,"No","Travel_Frequently","Research & Development",19,2,"Life Sciences",1,"Male",2,"Research Scientist","Married",24510,7,"Y",12,8,1,19,3,13,2,9,3,3,4,4,4,7.19
"3871",3871,29,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Male",2,"Sales Representative","Divorced",42400,1,"Y",14,8,0,10,2,10,0,9,2,3,1,2,2,10.69
"3872",3872,33,"No","Travel_Rarely","Research & Development",7,3,"Medical",1,"Male",5,"Sales Executive","Divorced",109990,1,"Y",18,8,3,6,3,6,0,4,2,3,4,4,3,6.38
"3873",3873,32,"No","Travel_Rarely","Research & Development",5,4,"Technical Degree",1,"Male",5,"Research Scientist","Divorced",50030,0,"Y",13,8,0,10,5,9,1,6,3,3,4,2,2,6.62
"3874",3874,31,"No","Travel_Rarely","Research & Development",28,4,"Technical Degree",1,"Female",2,"Sales Executive","Married",127420,1,"Y",11,8,0,10,4,10,0,2,2,3,1,4,3,7.4
"3875",3875,49,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",1,"Laboratory Technician","Divorced",42270,4,"Y",18,8,0,17,3,2,2,2,2,3,4,1,2,9.71
"3876",3876,38,"No","Travel_Frequently","Sales",29,2,"Medical",1,"Female",1,"Sales Executive","Single",39170,1,"Y",15,8,3,4,2,4,3,3,3,3,4,2,3,7.78
"3877",3877,47,"No","Travel_Rarely","Research & Development",1,4,"Medical",1,"Male",3,"Laboratory Technician","Divorced",183030,6,"Y",22,8,1,29,2,3,1,2,2,4,2,2,3,6.71
"3878",3878,49,"No","Travel_Rarely","Research & Development",21,3,"Medical",1,"Male",2,"Manufacturing Director","Single",23800,4,"Y",13,8,0,23,3,8,0,0,1,3,3,3,3,6.39
"3879",3879,41,"No","Travel_Rarely","Research & Development",24,4,"Life Sciences",1,"Female",4,"Manager","Single",137260,3,"Y",12,8,0,21,6,2,0,2,4,3,4,3,3,11
"3880",3880,20,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",1,"Sales Representative","Single",47770,1,"Y",18,8,1,2,3,2,0,2,3,3,4,1,3,7.72
"3881",3881,33,"No","Non-Travel","Research & Development",18,2,"Medical",1,"Female",2,"Healthcare Representative","Divorced",63850,1,"Y",13,8,0,7,6,6,1,2,2,3,3,4,3,9.51
"3882",3882,36,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree",1,"Male",3,"Sales Executive","Married",199730,6,"Y",12,8,0,10,2,3,0,2,3,3,1,3,2,6.01
"3883",3883,44,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree",1,"Female",3,"Healthcare Representative","Divorced",68610,4,"Y",12,8,0,8,2,2,2,2,2,3,3,4,3,8.51
"3884",3884,23,"Yes","Travel_Rarely","Human Resources",6,3,"Life Sciences",1,"Female",3,"Laboratory Technician","Single",49690,1,"Y",12,8,0,5,3,5,1,2,3,3,4,3,3,8.11
"3885",3885,38,"No","Travel_Rarely","Research & Development",11,2,"Life Sciences",1,"Male",1,"Sales Executive","Married",198450,7,"Y",11,8,1,7,3,0,0,0,3,3,4,3,2,7.41
"3887",3887,48,"Yes","Travel_Frequently","Sales",10,2,"Marketing",1,"Male",1,"Healthcare Representative","Married",63470,2,"Y",12,8,1,19,3,9,7,7,1,3,4,3,3,9.92
"3888",3888,32,"Yes","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",27430,1,"Y",19,8,1,1,2,1,0,0,3,3,4,2,3,7.5
"3889",3889,26,"No","Non-Travel","Research & Development",18,2,"Medical",1,"Male",1,"Human Resources","Single",108800,1,"Y",23,8,1,7,5,7,5,7,3,4,4,4,3,7.18
"3890",3890,55,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences",1,"Male",5,"Laboratory Technician","Divorced",23420,5,"Y",11,8,2,8,2,4,1,2,3,3,1,2,3,7.68
"3891",3891,34,"No","Travel_Rarely","Sales",28,3,"Life Sciences",1,"Female",2,"Research Scientist","Married",176500,1,"Y",19,8,1,15,6,15,4,13,1,3,2,4,4,7.97
"3892",3892,60,"No","Travel_Rarely","Sales",17,4,"Medical",1,"Male",1,"Manager","Divorced",40250,3,"Y",13,8,1,19,5,1,0,0,2,3,3,4,4,6.22
"3893",3893,33,"No","Travel_Rarely","Sales",3,3,"Life Sciences",1,"Male",3,"Manager","Married",97250,1,"Y",11,8,0,14,0,14,2,13,3,3,2,2,3,7.82
"3894",3894,37,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",119040,1,"Y",12,8,1,6,4,6,1,3,3,3,3,4,2,6.5
"3895",3895,34,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",21770,1,"Y",13,8,0,10,5,10,8,7,3,3,2,4,3,7.1
"3896",3896,23,"Yes","Travel_Rarely","Research & Development",12,2,"Medical",1,"Male",2,"Research Scientist","Divorced",75250,1,"Y",14,8,2,3,2,3,0,2,3,3,3,4,3,9.22
"3897",3897,44,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences",1,"Male",1,"Research Scientist","Married",48340,1,"Y",14,8,0,9,1,8,6,7,4,3,3,4,3,8.54
"3898",3898,35,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences",1,"Male",3,"Sales Executive","Single",20420,0,"Y",16,8,0,6,2,5,1,4,3,3,1,4,4,8.19
"3899",3899,43,"No","Travel_Rarely","Research & Development",25,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",22200,1,"Y",11,8,0,10,2,10,8,8,1,3,4,4,3,8.08
"3900",3900,24,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences",1,"Male",3,"Sales Executive","Married",10520,1,"Y",13,8,0,5,3,5,0,4,3,3,3,3,3,6.71
"3901",3901,41,"No","Travel_Rarely","Sales",6,4,"Marketing",1,"Male",1,"Research Scientist","Single",28210,1,"Y",17,8,0,10,3,10,8,7,3,3,4,3,3,7
"3902",3902,29,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",2,"Research Scientist","Married",192370,9,"Y",11,8,1,9,2,5,1,2,3,3,4,3,3,7.86
"3903",3903,36,"No","Travel_Rarely","Human Resources",1,4,"Life Sciences",1,"Female",3,"Research Scientist","Single",41070,3,"Y",11,8,1,17,2,13,6,7,1,3,3,4,2,6.28
"3904",3904,45,"No","Non-Travel","Sales",2,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",83960,3,"Y",15,8,2,25,3,23,14,4,2,3,3,3,2,6.31
"3905",3905,24,"Yes","Travel_Rarely","Sales",6,2,"Medical",1,"Female",2,"Manager","Married",20070,1,"Y",12,8,0,1,2,1,0,0,2,3,4,3,3,6.41
"3906",3906,47,"Yes","Travel_Frequently","Research & Development",1,3,"Medical",1,"Female",2,"Sales Executive","Married",196270,7,"Y",11,8,2,25,1,23,14,10,3,3,3,3,1,6.81
"3907",3907,26,"No","Travel_Rarely","Research & Development",9,1,"Medical",1,"Male",1,"Sales Executive","Married",106860,1,"Y",14,8,1,3,2,3,0,2,3,3,4,3,4,7.7
"3908",3908,45,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",1,"Research Director","Single",29420,1,"Y",22,8,1,21,4,21,8,6,3,4,4,2,3,6.58
"3909",3909,32,"No","Travel_Frequently","Sales",1,1,"Marketing",1,"Male",2,"Laboratory Technician","Married",88580,6,"Y",16,8,1,10,2,5,1,3,3,3,1,3,2,6.89
"3910",3910,31,"No","Travel_Rarely","Research & Development",14,2,"Life Sciences",1,"Male",1,"Sales Executive","Married",167560,1,"Y",11,8,2,6,5,5,0,3,3,3,2,3,4,7.22
"3912",3912,40,"No","Travel_Rarely","Research & Development",22,2,"Technical Degree",1,"Male",1,"Healthcare Representative","Married",23230,2,"Y",16,8,1,18,2,1,0,0,3,3,2,1,3,9.82
"3913",3913,24,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Female",1,"Research Scientist","Divorced",14160,1,"Y",15,8,1,6,3,6,1,2,2,3,2,1,4,5.98
"3914",3914,46,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",4,"Sales Executive","Single",46150,6,"Y",12,8,0,19,3,10,0,9,2,3,3,2,3,7.62
"3915",3915,35,"No","Travel_Rarely","Sales",8,4,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",24610,2,"Y",20,8,1,17,4,7,0,7,3,4,4,3,3,7.41
"3916",3916,30,"No","Travel_Rarely","Sales",9,4,"Marketing",1,"Male",1,"Laboratory Technician","Married",87220,1,"Y",17,8,1,10,3,10,0,8,3,3,2,4,2,7.32
"3917",3917,47,"No","Non-Travel","Research & Development",3,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",39550,7,"Y",12,8,1,4,5,1,0,0,3,3,3,2,1,7.72
"3918",3918,46,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",1,"Female",3,"Sales Executive","Divorced",99570,4,"Y",20,8,0,13,1,10,0,3,3,4,3,4,2,9.83
"3919",3919,36,"Yes","Travel_Rarely","Research & Development",1,3,"Medical",1,"Male",2,"Manufacturing Director","Divorced",33760,5,"Y",20,8,0,16,3,2,2,2,3,4,2,1,3,10.41
"3920",3920,32,"Yes","Travel_Rarely","Research & Development",26,3,"Medical",1,"Female",2,"Research Director","Single",88230,6,"Y",13,8,2,10,3,0,0,0,3,3,1,2,3,6.99
"3921",3921,23,"No","Travel_Rarely","Sales",6,4,"Life Sciences",1,"Male",3,"Manufacturing Director","Single",103220,1,"Y",14,8,2,3,2,3,1,2,3,3,3,2,1,6.01
"3922",3922,31,"No","Travel_Frequently","Sales",3,3,"Marketing",1,"Male",2,"Sales Executive","Single",46210,2,"Y",18,8,1,9,3,5,1,4,3,3,4,4,2,6.5
"3923",3923,39,"No","Non-Travel","Research & Development",3,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",109760,1,"Y",11,8,0,9,3,9,5,8,2,3,4,4,3,10.19
"3924",3924,32,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree",1,"Male",1,"Research Scientist","Married",36600,3,"Y",11,8,2,10,0,4,0,2,2,3,4,3,1,7.59
"3925",3925,40,"No","Travel_Rarely","Sales",6,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Single",104820,1,"Y",11,8,1,21,6,21,12,8,2,3,2,2,2,7.91
"3926",3926,45,"No","Travel_Rarely","Research & Development",19,4,"Medical",1,"Male",1,"Sales Representative","Married",71190,4,"Y",15,8,0,9,2,5,0,3,3,3,3,3,4,7.79
"3927",3927,30,"No","Travel_Frequently","Sales",9,3,"Life Sciences",1,"Male",1,"Research Director","Single",95820,0,"Y",12,8,1,10,2,9,0,7,3,3,4,1,3,6.21
"3928",3928,24,"No","Travel_Frequently","Sales",3,4,"Marketing",1,"Male",1,"Sales Executive","Married",45080,0,"Y",11,8,1,3,5,2,2,1,3,3,1,4,3,5.99
"3929",3929,30,"Yes","Travel_Frequently","Research & Development",10,3,"Life Sciences",1,"Female",1,"Human Resources","Divorced",22070,6,"Y",14,8,0,6,4,4,1,2,3,3,3,4,2,6.71
"3930",3930,31,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",77560,1,"Y",15,8,2,6,3,5,0,2,4,3,1,3,3,7.61
"3931",3931,27,"No","Travel_Rarely","Sales",3,3,"Life Sciences",1,"Male",1,"Manager","Single",66940,1,"Y",13,8,1,6,2,6,1,4,2,3,3,4,2,6.33
"3932",3932,29,"Yes","Travel_Rarely","Sales",4,3,"Marketing",1,"Male",5,"Research Scientist","Single",36910,1,"Y",13,8,0,2,3,2,2,2,3,3,2,2,3,6.81
"3933",3933,29,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",1,"Female",1,"Sales Executive","Single",23770,8,"Y",21,8,1,10,2,3,0,2,3,4,4,3,4,8.8
"3934",3934,30,"No","Travel_Rarely","Sales",7,3,"Life Sciences",1,"Male",3,"Sales Executive","Divorced",23130,2,"Y",11,8,0,12,5,7,1,7,3,3,3,1,3,8
"3935",3935,34,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Female",2,"Healthcare Representative","Married",176650,0,"Y",11,8,0,6,5,5,1,2,2,3,4,4,3,9.92
"3936",3936,33,"No","Non-Travel","Research & Development",2,4,"Medical",1,"Male",1,"Sales Representative","Single",25960,8,"Y",14,8,1,13,4,11,1,7,3,3,4,2,2,7.42
"3937",3937,49,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Male",1,"Sales Executive","Single",47280,3,"Y",11,8,1,8,4,5,0,4,3,3,4,4,4,7.71
"3938",3938,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",43020,2,"Y",13,8,0,11,3,0,0,0,1,3,1,1,2,8.31
"3939",3939,38,"No","Travel_Frequently","Research & Development",28,3,"Medical",1,"Male",1,"Healthcare Representative","Married",29790,4,"Y",12,8,1,9,3,6,0,5,3,3,3,2,2,7.91
"3940",3940,31,"Yes","Travel_Rarely","Human Resources",9,4,"Human Resources",1,"Male",2,"Laboratory Technician","Married",168850,2,"Y",14,8,2,10,2,1,0,0,3,3,1,3,3,6.22
"3941",3941,29,"No","Travel_Rarely","Research & Development",3,4,"Other",1,"Female",2,"Sales Representative","Divorced",55930,1,"Y",13,8,1,1,3,1,0,0,3,3,4,1,3,6.29
"3942",3942,30,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Male",1,"Sales Representative","Married",104450,3,"Y",18,8,1,10,3,7,1,7,3,3,3,3,3,6.79
"3943",3943,32,"No","Non-Travel","Research & Development",10,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",87400,2,"Y",11,8,1,12,2,7,0,7,3,3,2,2,3,5.98
"3944",3944,38,"No","Travel_Rarely","Research & Development",8,2,"Technical Degree",1,"Female",1,"Manufacturing Director","Married",25140,3,"Y",11,8,0,15,2,1,1,0,2,3,2,4,3,9.04
"3945",3945,43,"Yes","Travel_Frequently","Research & Development",1,4,"Other",1,"Male",3,"Sales Executive","Married",76550,9,"Y",12,8,1,6,3,1,0,0,3,3,3,3,3,8.4
"3946",3946,42,"No","Travel_Rarely","Human Resources",1,3,"Other",1,"Female",1,"Healthcare Representative","Divorced",174650,8,"Y",13,8,1,7,3,5,0,4,3,3,2,2,2,6.7
"3947",3947,55,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences",1,"Female",1,"Sales Executive","Married",73510,8,"Y",20,8,1,34,3,1,0,0,3,4,3,1,3,7.6
"3948",3948,33,"No","Non-Travel","Research & Development",14,3,"Other",1,"Male",1,"Research Scientist","Divorced",108200,5,"Y",12,8,0,11,2,9,1,7,3,3,4,2,2,6.73
"3949",3949,41,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Sales Representative","Divorced",121690,1,"Y",19,8,0,5,2,5,0,4,3,3,3,1,3,6.29
"3950",3950,34,"No","Non-Travel","Research & Development",7,4,"Medical",1,"Female",1,"Research Scientist","Divorced",196260,1,"Y",21,8,0,15,5,15,0,7,2,4,4,3,3,8.19
"3951",3951,53,"No","Non-Travel","Research & Development",10,4,"Medical",1,"Male",2,"Healthcare Representative","Married",20700,4,"Y",13,8,2,27,2,3,0,2,4,3,1,3,2,8.12
"3952",3952,43,"No","Travel_Rarely","Sales",16,2,"Marketing",1,"Female",1,"Laboratory Technician","Single",67820,0,"Y",16,8,1,10,2,9,1,8,3,3,2,4,3,6.09
"3953",3953,34,"No","Travel_Rarely","Sales",10,2,"Life Sciences",1,"Female",5,"Sales Executive","Single",77790,5,"Y",12,8,1,6,2,2,2,2,3,3,4,4,3,7.7
"3954",3954,21,"Yes","Travel_Rarely","Sales",1,2,"Marketing",1,"Male",5,"Healthcare Representative","Single",27910,1,"Y",14,8,0,1,3,1,1,0,4,3,2,2,3,7.52
"3955",3955,38,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",32010,1,"Y",11,8,1,5,3,5,0,4,2,3,4,3,3,6.39
"3956",3956,22,"Yes","Travel_Rarely","Research & Development",1,3,"Other",1,"Male",4,"Research Scientist","Married",49680,1,"Y",14,8,0,1,3,1,0,0,3,3,3,1,3,8.91
"3957",3957,31,"No","Travel_Rarely","Research & Development",8,5,"Life Sciences",1,"Male",5,"Sales Executive","Married",131200,1,"Y",12,8,2,13,6,12,5,7,2,3,1,4,3,7.3
"3958",3958,51,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Female",1,"Manager","Married",40330,2,"Y",14,8,0,15,2,2,2,2,3,3,1,3,3,6.69
"3959",3959,37,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences",1,"Male",2,"Sales Executive","Married",32910,1,"Y",16,8,3,5,2,5,0,3,2,3,2,2,3,7.99
"3960",3960,46,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Female",1,"Sales Representative","Divorced",42720,7,"Y",13,8,0,24,3,2,2,2,4,3,3,4,3,9.99
"3961",3961,36,"No","Travel_Rarely","Research & Development",27,3,"Technical Degree",1,"Female",4,"Research Scientist","Married",50560,7,"Y",12,8,0,15,2,12,5,7,2,3,4,1,3,9.48
"3962",3962,44,"Yes","Travel_Frequently","Sales",10,4,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",28440,1,"Y",12,8,0,6,2,5,2,3,4,3,3,2,2,9.29
"3963",3963,37,"No","Travel_Rarely","Research & Development",19,2,"Technical Degree",1,"Male",2,"Sales Executive","Divorced",27030,2,"Y",14,8,0,19,2,10,4,7,3,3,3,2,2,6.07
"3964",3964,35,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences",1,"Male",2,"Research Scientist","Single",19040,1,"Y",22,8,1,10,4,10,7,7,3,4,3,4,3,8.59
"3965",3965,33,"No","Travel_Rarely","Research & Development",8,5,"Medical",1,"Male",2,"Laboratory Technician","Married",82240,6,"Y",19,8,0,14,3,10,7,6,3,3,4,1,3,8.04
"3966",3966,28,"No","Travel_Rarely","Sales",9,3,"Medical",1,"Female",2,"Sales Executive","Married",47660,1,"Y",12,8,0,5,3,5,0,3,3,3,3,4,4,7.37
"3967",3967,39,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Female",2,"Laboratory Technician","Single",26100,7,"Y",12,8,0,9,2,4,2,2,2,3,3,3,3,6.89
"3968",3968,46,"No","Non-Travel","Research & Development",9,2,"Life Sciences",1,"Male",2,"Manufacturing Director","Single",57310,8,"Y",17,8,0,6,2,2,2,2,3,3,2,2,3,6.7
"3969",3969,40,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",1,"Research Director","Married",25390,4,"Y",12,8,1,7,3,4,0,2,3,3,3,1,2,6.61
"3970",3970,42,"No","Travel_Rarely","Research & Development",7,4,"Other",1,"Female",2,"Laboratory Technician","Married",57140,5,"Y",11,8,0,10,2,0,0,0,3,3,2,1,2,6.61
"3971",3971,35,"No","Non-Travel","Sales",10,1,"Life Sciences",1,"Female",2,"Research Director","Divorced",43230,2,"Y",18,8,3,15,3,7,1,7,3,3,2,4,3,6.68
"3972",3972,38,"No","Non-Travel","Sales",6,4,"Marketing",1,"Male",3,"Sales Executive","Divorced",73360,5,"Y",11,8,0,13,3,11,3,8,3,3,1,2,3,7.84
"3973",3973,34,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",134990,4,"Y",23,8,2,11,2,7,0,7,4,4,4,1,2,7.9
"3974",3974,37,"Yes","Travel_Rarely","Research & Development",24,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",137580,1,"Y",11,8,1,10,5,10,0,8,3,3,4,1,1,6.2
"3975",3975,39,"No","Travel_Frequently","Research & Development",2,1,"Medical",1,"Male",2,"Healthcare Representative","Divorced",51550,2,"Y",18,8,1,7,3,2,2,2,2,3,3,4,3,6.19
